login,total_mr,accepted_mr,rejected_mr,acceptance_rate,group
napalu,1,1.0,0.0,100.0,Agent
clydealpha,1,1.0,0.0,100.0,Agent
Remeziz,1,1.0,0.0,100.0,Agent
cmtat,1,1.0,0.0,100.0,Agent
YerraNaveen,1,1.0,0.0,100.0,Agent
DoubleHeelix,8,8.0,0.0,100.0,Agent
hyrumpro,6,5.0,1.0,83.33,Agent
hbacares,5,4.0,1.0,80.0,Agent
DNMedia1,1,1.0,0.0,100.0,Agent
IslamAliy,1,1.0,0.0,100.0,Agent
aburossi,4,4.0,0.0,100.0,Agent
DickerName123,2,2.0,0.0,100.0,Agent
inversin1234,5,5.0,0.0,100.0,Agent
Mark-Hofmeijer-QM,1,0.0,1.0,0.0,Agent
TheoFera,2,2.0,0.0,100.0,Agent
barronlroth,2,2.0,0.0,100.0,Agent
saeed-54996,1,1.0,0.0,100.0,Agent
elaimy,1,0.0,1.0,0.0,Agent
milangohil,1,1.0,0.0,100.0,Agent
cuthbertyoungg,1,1.0,0.0,100.0,Agent
235-star,2,2.0,0.0,100.0,Agent
nathlobat,1,1.0,0.0,100.0,Agent
DannieBGoode,2,2.0,0.0,100.0,Agent
aedge72,1,1.0,0.0,100.0,Agent
Clockcode,4,4.0,0.0,100.0,Agent
Pat-devs,2,2.0,0.0,100.0,Agent
OllieCentral,2,2.0,0.0,100.0,Agent
mackross,1,1.0,0.0,100.0,Agent
clopez07,1,1.0,0.0,100.0,Agent
Magicarpe1,1,1.0,0.0,100.0,Agent
MCVelasquez45,1,0.0,1.0,0.0,Agent
nicolai-wachenschwan,5,5.0,0.0,100.0,Agent
ilgolf,2,2.0,0.0,100.0,Agent
Jman4190,1,1.0,0.0,100.0,Agent
informesFinanfuturo,1,1.0,0.0,100.0,Agent
Areziusm,1,1.0,0.0,100.0,Agent
Kris22krishna,1,1.0,0.0,100.0,Agent
jiho09,3,3.0,0.0,100.0,Agent
edgarslima,5,5.0,0.0,100.0,Agent
Aromanor,3,3.0,0.0,100.0,Agent
joone-inc,6,6.0,0.0,100.0,Agent
DigitalCommonsLab,1,1.0,0.0,100.0,Agent
drox1o1,1,0.0,1.0,0.0,Agent
bobcat4848,1,1.0,0.0,100.0,Agent
jay-bman725,1,1.0,0.0,100.0,Agent
pimvanberlo,1,1.0,0.0,100.0,Agent
akmal-deriv,1,0.0,1.0,0.0,Agent
fathnan15,1,0.0,1.0,0.0,Agent
koplec,2,2.0,0.0,100.0,Agent
louischen0609,2,1.0,1.0,50.0,Agent
DecisionNerd,1,1.0,0.0,100.0,Agent
OdimarFalcao,2,2.0,0.0,100.0,Agent
jonasHanhan,1,1.0,0.0,100.0,Agent
tbsxxl,1,1.0,0.0,100.0,Agent
AoboDK,3,3.0,0.0,100.0,Agent
Delpoo,2,2.0,0.0,100.0,Agent
ColinBuchheit,1,1.0,0.0,100.0,Agent
zeecomiccc,1,1.0,0.0,100.0,Agent
Anakin787,1,1.0,0.0,100.0,Agent
bhanuankam,2,2.0,0.0,100.0,Agent
GutsanDVC,1,1.0,0.0,100.0,Agent
adrianoggm,1,1.0,0.0,100.0,Agent
iamEvanYT,1,0.0,1.0,0.0,Agent
Ahmet-Kaplan,1,1.0,0.0,100.0,Agent
zth,2,1.0,1.0,50.0,Agent
hidekatsu-izuno,1,1.0,0.0,100.0,Agent
carlospuntog,1,1.0,0.0,100.0,Agent
william9402,2,2.0,0.0,100.0,Agent
mramprasad007,4,3.0,1.0,75.0,Agent
indrad3v4,5,4.0,1.0,80.0,Agent
usman342,1,1.0,0.0,100.0,Agent
mathcbh,1,1.0,0.0,100.0,Agent
mkemalmayuk,2,2.0,0.0,100.0,Agent
MerariJafet,1,1.0,0.0,100.0,Agent
michaelyliu6,1,1.0,0.0,100.0,Agent
bmachado18,1,1.0,0.0,100.0,Agent
GeekBro1337,2,0.0,2.0,0.0,Agent
LaChance971123,1,1.0,0.0,100.0,Agent
iproch,1,1.0,0.0,100.0,Agent
xmkos,1,1.0,0.0,100.0,Agent
fcerqueirarocha,1,1.0,0.0,100.0,Agent
yhj0904,1,1.0,0.0,100.0,Agent
MrFrozone19,1,1.0,0.0,100.0,Agent
yedi18,2,2.0,0.0,100.0,Agent
hayk-corpusant,1,1.0,0.0,100.0,Agent
arlopro,3,3.0,0.0,100.0,Agent
bddap-bot,1,1.0,0.0,100.0,Agent
ullas-k-prabhakar,2,2.0,0.0,100.0,Agent
mfrafael,2,2.0,0.0,100.0,Agent
raphaelpalacio,1,1.0,0.0,100.0,Agent
eisi82,1,1.0,0.0,100.0,Agent
kularis-jp,1,1.0,0.0,100.0,Agent
th3wingman,1,1.0,0.0,100.0,Agent
bozixuq,1,1.0,0.0,100.0,Agent
SoZ0,1,0.0,1.0,0.0,Agent
Firerouge,1,1.0,0.0,100.0,Agent
vlljuan99,4,4.0,0.0,100.0,Agent
HeikkiHauskaviita,1,1.0,0.0,100.0,Agent
ansemin,1,0.0,1.0,0.0,Agent
vishalsingh17,2,2.0,0.0,100.0,Agent
cokoyejr,2,2.0,0.0,100.0,Agent
n-caffa,1,1.0,0.0,100.0,Agent
gnkadimeng,1,1.0,0.0,100.0,Agent
zhtttylz,1,0.0,1.0,0.0,Agent
T-MNT,1,1.0,0.0,100.0,Agent
saacki,1,1.0,0.0,100.0,Agent
bluesk1,1,1.0,0.0,100.0,Agent
jbdesigns88,1,1.0,0.0,100.0,Agent
charliek,1,0.0,1.0,0.0,Agent
ryanlintott,2,2.0,0.0,100.0,Agent
hhaithem,1,1.0,0.0,100.0,Agent
TheGladston,2,2.0,0.0,100.0,Agent
DinhVitCuong,4,4.0,0.0,100.0,Agent
KhaledYassin,2,2.0,0.0,100.0,Agent
FJiangArthur,1,1.0,0.0,100.0,Agent
NAGENDRAKASIREDDY,1,1.0,0.0,100.0,Agent
glogwa68,1,1.0,0.0,100.0,Agent
aaaadev,1,0.0,1.0,0.0,Agent
SimonKefas,1,1.0,0.0,100.0,Agent
samadamp,1,1.0,0.0,100.0,Agent
bilichboris,1,1.0,0.0,100.0,Agent
8bitsats,2,1.0,1.0,50.0,Agent
CyberLord09,1,1.0,0.0,100.0,Agent
PrinceJonaa,1,1.0,0.0,100.0,Agent
L3VILL1,2,2.0,0.0,100.0,Agent
masterfelu,1,1.0,0.0,100.0,Agent
Erinqi,3,3.0,0.0,100.0,Agent
harshit-mobcoder,1,1.0,0.0,100.0,Agent
SlightlyMe,2,2.0,0.0,100.0,Agent
dgc1681,2,1.0,1.0,50.0,Agent
TheAppleUser1,1,1.0,0.0,100.0,Agent
gioenn,1,0.0,1.0,0.0,Agent
rusd1123,2,1.0,1.0,50.0,Agent
braim,1,1.0,0.0,100.0,Agent
CarlosHFZ,1,1.0,0.0,100.0,Agent
rasmusdriving,1,1.0,0.0,100.0,Agent
siddharth310,1,1.0,0.0,100.0,Agent
JananiPSrinivasan,1,1.0,0.0,100.0,Agent
fishinstud,3,3.0,0.0,100.0,Agent
iosefa,1,1.0,0.0,100.0,Agent
LuigiFerronatto,1,1.0,0.0,100.0,Agent
EmmaTosato,1,1.0,0.0,100.0,Agent
victorinolevvy,1,1.0,0.0,100.0,Agent
4lexir4,2,2.0,0.0,100.0,Agent
zhuowenli,1,1.0,0.0,100.0,Agent
fgadea,2,2.0,0.0,100.0,Agent
0xakshay,1,1.0,0.0,100.0,Agent
NassimBtk,2,2.0,0.0,100.0,Agent
ArjanAswal,1,1.0,0.0,100.0,Agent
sankalpt008,1,1.0,0.0,100.0,Agent
RockGb,1,0.0,1.0,0.0,Agent
lupionpe,1,1.0,0.0,100.0,Agent
bbfox0703,1,1.0,0.0,100.0,Agent
sheikhsaeen,2,2.0,0.0,100.0,Agent
gads131,2,2.0,0.0,100.0,Agent
Jhonsonmarlon,1,1.0,0.0,100.0,Agent
bowen-H0,1,1.0,0.0,100.0,Agent
pumperer,1,1.0,0.0,100.0,Agent
ShaabanM,2,2.0,0.0,100.0,Agent
mdAlvarenga,1,0.0,1.0,0.0,Agent
mecallaaaa,1,1.0,0.0,100.0,Agent
talgat-abdraimov,1,0.0,1.0,0.0,Agent
luciancj,1,1.0,0.0,100.0,Agent
Rafam9711,1,0.0,1.0,0.0,Agent
90sCraig,2,2.0,0.0,100.0,Agent
AlexandraMik,1,1.0,0.0,100.0,Agent
seth-c-design,1,1.0,0.0,100.0,Agent
manishshettym,1,1.0,0.0,100.0,Agent
balthazur,1,1.0,0.0,100.0,Agent
fabtreb,1,0.0,1.0,0.0,Agent
saranjith,1,1.0,0.0,100.0,Agent
eeechin,1,1.0,0.0,100.0,Agent
MatanShine,2,2.0,0.0,100.0,Agent
MangoLocoLoco,1,1.0,0.0,100.0,Agent
kyhsu,1,1.0,0.0,100.0,Agent
timkiely,1,1.0,0.0,100.0,Agent
pboersma,1,1.0,0.0,100.0,Agent
wasurocks,1,0.0,1.0,0.0,Agent
begumaygun,2,0.0,2.0,0.0,Agent
patrikgrill2020,1,0.0,1.0,0.0,Agent
YoussefAz2,2,2.0,0.0,100.0,Agent
robertoVoid,1,1.0,0.0,100.0,Agent
bwoff11,1,1.0,0.0,100.0,Agent
plombeera,1,1.0,0.0,100.0,Agent
LukaDarsalia,1,0.0,1.0,0.0,Agent
gsantovena,1,1.0,0.0,100.0,Agent
AzulDelta,1,1.0,0.0,100.0,Agent
jayasanka-sack,1,1.0,0.0,100.0,Agent
DawidKa00,1,0.0,1.0,0.0,Agent
markolati85,1,1.0,0.0,100.0,Agent
phhl,1,1.0,0.0,100.0,Agent
garacil,1,1.0,0.0,100.0,Agent
ethanlee16,1,1.0,0.0,100.0,Agent
DaNiArI1,1,1.0,0.0,100.0,Agent
kit1132,1,1.0,0.0,100.0,Agent
carsonschmidty,1,1.0,0.0,100.0,Agent
mohata1375,1,1.0,0.0,100.0,Agent
tenlhak,1,1.0,0.0,100.0,Agent
SDSabirov,1,1.0,0.0,100.0,Agent
fsch,1,1.0,0.0,100.0,Agent
tonyjin,2,1.0,1.0,50.0,Agent
chitchu011096,2,0.0,2.0,0.0,Agent
DanteHoyle,1,1.0,0.0,100.0,Agent
yaashpatel,2,2.0,0.0,100.0,Agent
rodolfoarispe,1,1.0,0.0,100.0,Agent
Liaons,1,1.0,0.0,100.0,Agent
conchoecia,1,1.0,0.0,100.0,Agent
Renta100,1,1.0,0.0,100.0,Agent
katty0324,1,1.0,0.0,100.0,Agent
LinearParadox,1,0.0,1.0,0.0,Agent
Galdum,56,55.0,1.0,98.21,Agent
zGabrielR1,1,0.0,1.0,0.0,Agent
himanshu-initcoders,3,3.0,0.0,100.0,Agent
IamCamor,2,2.0,0.0,100.0,Agent
cohaaan,1,1.0,0.0,100.0,Agent
BlakeSec,10,9.0,1.0,90.0,Agent
manh26x,6,6.0,0.0,100.0,Agent
Haskz13,4,4.0,0.0,100.0,Agent
otomatty,13,13.0,0.0,100.0,Agent
schimfim,12,12.0,0.0,100.0,Agent
Richierichman15,1,1.0,0.0,100.0,Agent
nkyonline0,1,1.0,0.0,100.0,Agent
Bast-94,2,2.0,0.0,100.0,Agent
OlimSadullaev,2,2.0,0.0,100.0,Agent
lwaaron,1,1.0,0.0,100.0,Agent
bathwa,2,2.0,0.0,100.0,Agent
Shangyizhou,1,1.0,0.0,100.0,Agent
nperez0111,8,7.0,1.0,87.5,Agent
tetrixcorps,7,7.0,0.0,100.0,Agent
vinit2609-ux,1,1.0,0.0,100.0,Agent
MountainShan,1,1.0,0.0,100.0,Agent
jannikmaierhoefer,10,9.0,1.0,90.0,Agent
leizongmin,1,1.0,0.0,100.0,Agent
VictorRocco,1,0.0,1.0,0.0,Agent
joachim-junior,2,2.0,0.0,100.0,Agent
Chahatjain09,1,1.0,0.0,100.0,Agent
ph1ncyn,3,3.0,0.0,100.0,Agent
Muhamed-pro10,1,1.0,0.0,100.0,Agent
theophanemayaud,1,1.0,0.0,100.0,Agent
tolulawson,1,1.0,0.0,100.0,Agent
saa938,4,4.0,0.0,100.0,Agent
jakemer,2,1.0,1.0,50.0,Agent
charom11,2,2.0,0.0,100.0,Agent
EdiW31,2,2.0,0.0,100.0,Agent
ttieli,12,12.0,0.0,100.0,Agent
richlau007,5,5.0,0.0,100.0,Agent
kausthubh-coder,1,1.0,0.0,100.0,Agent
hwuertz,1,1.0,0.0,100.0,Agent
nick5616,3,3.0,0.0,100.0,Agent
brittohalloran,1,1.0,0.0,100.0,Agent
MukeshJ,1,1.0,0.0,100.0,Agent
trevor-e,6,6.0,0.0,100.0,Agent
wuqui,1,1.0,0.0,100.0,Agent
C0C0NVT,1,1.0,0.0,100.0,Agent
Cyabanz,15,15.0,0.0,100.0,Agent
acoven,17,15.0,2.0,88.24,Agent
Quickplus2022,1,1.0,0.0,100.0,Agent
francesco-univr,1,1.0,0.0,100.0,Agent
YashGore018,1,0.0,1.0,0.0,Agent
JamesFincher,7,7.0,0.0,100.0,Agent
luanralid,1,1.0,0.0,100.0,Agent
lucis,2,0.0,2.0,0.0,Agent
Oluwafemi27,4,4.0,0.0,100.0,Agent
MalcolmStran,1,1.0,0.0,100.0,Agent
GodFatherNix,1,1.0,0.0,100.0,Agent
Xiaozhang22,2,2.0,0.0,100.0,Agent
lukaj99,1,1.0,0.0,100.0,Agent
serendipitytech,1,1.0,0.0,100.0,Agent
metinciris,1,1.0,0.0,100.0,Agent
haydencbarnes,5,4.0,1.0,80.0,Agent
argilzar,2,2.0,0.0,100.0,Agent
JunjieYu95,2,2.0,0.0,100.0,Agent
DHRUV130703,1,1.0,0.0,100.0,Agent
zakku-21,1,1.0,0.0,100.0,Agent
kylebolton,1,1.0,0.0,100.0,Agent
MrinalA2009,4,2.0,2.0,50.0,Agent
Raahul-01,3,3.0,0.0,100.0,Agent
BernardMugita,1,1.0,0.0,100.0,Agent
yiyipop,1,1.0,0.0,100.0,Agent
Op0000,5,5.0,0.0,100.0,Agent
pranayjain29,2,2.0,0.0,100.0,Agent
saradcx,3,3.0,0.0,100.0,Agent
ravidorr,1,1.0,0.0,100.0,Agent
Owais-13,2,2.0,0.0,100.0,Agent
EmanKhaliq49,1,1.0,0.0,100.0,Agent
indals,4,4.0,0.0,100.0,Agent
arkvdaogmail,4,3.0,1.0,75.0,Agent
harshincode,2,2.0,0.0,100.0,Agent
2lu3,13,7.0,6.0,53.85,Agent
dongjun-kor,4,4.0,0.0,100.0,Agent
s-sabawi,1,1.0,0.0,100.0,Agent
gilyonyango10,1,1.0,0.0,100.0,Agent
BowTiedSwan,1,1.0,0.0,100.0,Agent
zjing123,3,1.0,2.0,33.33,Agent
mithilhari,2,1.0,1.0,50.0,Agent
bagsajal,3,3.0,0.0,100.0,Agent
SauravBhattarai19,1,1.0,0.0,100.0,Agent
sahil-shubham,1,1.0,0.0,100.0,Agent
moussa854,1,1.0,0.0,100.0,Agent
mdsabbirkhan1,1,1.0,0.0,100.0,Agent
drewbitt,1,1.0,0.0,100.0,Agent
gurpreetzeom,1,1.0,0.0,100.0,Agent
Ibnuubaidillah1009,1,1.0,0.0,100.0,Agent
nobita2041,1,1.0,0.0,100.0,Agent
nickhawn,1,1.0,0.0,100.0,Agent
Wilooper,1,1.0,0.0,100.0,Agent
yuanminglee,1,1.0,0.0,100.0,Agent
HoMuChen,4,4.0,0.0,100.0,Agent
sunyuyu37,1,1.0,0.0,100.0,Agent
KhaledOSman2,1,1.0,0.0,100.0,Agent
ReadyMouse,1,1.0,0.0,100.0,Agent
brunopk004,1,1.0,0.0,100.0,Agent
SaiKumarNalluru,1,1.0,0.0,100.0,Agent
dytsou,1,1.0,0.0,100.0,Agent
pratham5188,1,1.0,0.0,100.0,Agent
saisriram07,1,1.0,0.0,100.0,Agent
itz-Sahil-Verma,1,1.0,0.0,100.0,Agent
cgm-16,6,6.0,0.0,100.0,Agent
ywatanabe1989,1,1.0,0.0,100.0,Agent
cristianvasquez,1,1.0,0.0,100.0,Agent
h10hUI,1,1.0,0.0,100.0,Agent
kaovilai,1,0.0,1.0,0.0,Agent
kesslerio,21,19.0,2.0,90.48,Agent
koyoriya,1,1.0,0.0,100.0,Agent
SeanMooney,3,3.0,0.0,100.0,Agent
aadishv,1,1.0,0.0,100.0,Agent
1kimnet,16,9.0,7.0,56.25,Agent
geoberle,1,1.0,0.0,100.0,Agent
sml1323,1,1.0,0.0,100.0,Agent
legion2002,2,1.0,1.0,50.0,Agent
PatDuJour,1,1.0,0.0,100.0,Agent
tokoroten,1,1.0,0.0,100.0,Agent
aron23,1,1.0,0.0,100.0,Agent
dhellmann,1,1.0,0.0,100.0,Agent
larnsce,2,2.0,0.0,100.0,Agent
devops-adeel,1,1.0,0.0,100.0,Agent
ravikambaluru,3,3.0,0.0,100.0,Agent
Tayler01,540,504.0,36.0,93.33,Agent
FatihSeida,305,305.0,0.0,100.0,Agent
astrack,19,19.0,0.0,100.0,Agent
KanterAlon,265,255.0,10.0,96.23,Agent
electrum-bowie,168,164.0,4.0,97.62,Agent
PedemonteGiacomo,67,60.0,7.0,89.55,Agent
kingjukster,15,12.0,3.0,80.0,Agent
Ascoor,206,200.0,6.0,97.09,Agent
reybeld94,184,182.0,2.0,98.91,Agent
crowka,689,661.0,28.0,95.94,Agent
fsuels,548,548.0,0.0,100.0,Agent
RoyGSlade,48,47.0,1.0,97.92,Agent
torchtarget,35,34.0,1.0,97.14,Agent
Feiiiisal,11,11.0,0.0,100.0,Agent
SuperJMN,20,18.0,2.0,90.0,Agent
AlphaCTX,34,33.0,1.0,97.06,Agent
R41z0r,398,355.0,43.0,89.2,Agent
abhichandra21,22,19.0,3.0,86.36,Agent
HallowGuy,60,60.0,0.0,100.0,Agent
JulesMac,43,39.0,4.0,90.7,Agent
itsspin,138,136.0,2.0,98.55,Agent
hannhub,27,27.0,0.0,100.0,Agent
HikaruKubota,105,70.0,35.0,66.67,Agent
avivshaked,17,17.0,0.0,100.0,Agent
cdryampi,8,7.0,1.0,87.5,Agent
cinprens,183,183.0,0.0,100.0,Agent
MikeZhang4951,6,6.0,0.0,100.0,Agent
eisbaw,46,43.0,3.0,93.48,Agent
carenaudo,130,129.0,1.0,99.23,Agent
elraffa,6,6.0,0.0,100.0,Agent
Stefan8609,28,28.0,0.0,100.0,Agent
phreakwenci,5,3.0,2.0,60.0,Agent
z0d14c,12,12.0,0.0,100.0,Agent
Yummyfudge,1,1.0,0.0,100.0,Agent
kuuhaku1102,81,79.0,2.0,97.53,Agent
cracked-sourcecode,36,26.0,10.0,72.22,Agent
bmagondu3,5,2.0,3.0,40.0,Agent
qwy16,149,147.0,2.0,98.66,Agent
dariyanisacc,101,97.0,4.0,96.04,Agent
Rato64CP,100,100.0,0.0,100.0,Agent
mehdiberkati,40,34.0,6.0,85.0,Agent
edarchimbaud,49,47.0,2.0,95.92,Agent
band-it75,157,157.0,0.0,100.0,Agent
et-hicks,2,2.0,0.0,100.0,Agent
bho18,6,6.0,0.0,100.0,Agent
benhook1013,1223,1213.0,10.0,99.18,Agent
builtbycorelot,197,158.0,39.0,80.2,Agent
TwilightLilyy,118,113.0,5.0,95.76,Agent
p-rusnak,171,171.0,0.0,100.0,Agent
duracell04,53,53.0,0.0,100.0,Agent
MostafaAbdelmegeed,8,8.0,0.0,100.0,Agent
fredfeuerstein19,16,15.0,1.0,93.75,Agent
fugisawa,9,9.0,0.0,100.0,Agent
future3OOO,43,38.0,5.0,88.37,Agent
reiji1020,9,8.0,1.0,88.89,Agent
toropippi,3,3.0,0.0,100.0,Agent
KAMKEEL,70,55.0,15.0,78.57,Agent
TowsifAhamed,18,18.0,0.0,100.0,Agent
augusto2501,2,2.0,0.0,100.0,Agent
Nickm1128,29,29.0,0.0,100.0,Agent
atcults,16,16.0,0.0,100.0,Agent
gipert,15,11.0,4.0,73.33,Agent
sergiomarchina,8,8.0,0.0,100.0,Agent
Luciano16-gif,6,4.0,2.0,66.67,Agent
lukemad,28,25.0,3.0,89.29,Agent
marzzelo,16,15.0,1.0,93.75,Agent
marinusdebeer,6,6.0,0.0,100.0,Agent
ignaciourbina,149,148.0,1.0,99.33,Agent
senseless,12,8.0,4.0,66.67,Agent
sjvangoor,56,56.0,0.0,100.0,Agent
Tedngoye,1,1.0,0.0,100.0,Agent
reactima,40,36.0,4.0,90.0,Agent
shceo,26,26.0,0.0,100.0,Agent
fimenten,65,63.0,2.0,96.92,Agent
douzils,257,245.0,12.0,95.33,Agent
MyManAy,6,6.0,0.0,100.0,Agent
lucasezx,11,11.0,0.0,100.0,Agent
Sivamani-18,1,1.0,0.0,100.0,Agent
amirhosseince,2,2.0,0.0,100.0,Agent
brasVap,4,4.0,0.0,100.0,Agent
baalimago,19,14.0,5.0,73.68,Agent
rhammell,27,27.0,0.0,100.0,Agent
rudyscoggins,146,139.0,7.0,95.21,Agent
LOGQS,16,15.0,1.0,93.75,Agent
clav1stech,4,3.0,1.0,75.0,Agent
masalepri98,5,5.0,0.0,100.0,Agent
clagradi,2,0.0,2.0,0.0,Agent
dpalhz,5,3.0,2.0,60.0,Agent
gciullo,8,7.0,1.0,87.5,Agent
gabber235,16,16.0,0.0,100.0,Agent
azabicki,14,12.0,2.0,85.71,Agent
robertoamoreno,2,2.0,0.0,100.0,Agent
guyleonard,37,34.0,3.0,91.89,Agent
Arjex07,44,43.0,1.0,97.73,Agent
sandys,47,47.0,0.0,100.0,Agent
Michaelram34,46,43.0,3.0,93.48,Agent
msawczynk,12,11.0,1.0,91.67,Agent
LeotheLeo02,4,4.0,0.0,100.0,Agent
avonarret22,35,29.0,6.0,82.86,Agent
Kajdep,45,45.0,0.0,100.0,Agent
NoSayMe,56,56.0,0.0,100.0,Agent
HDLuckySlevin,22,19.0,3.0,86.36,Agent
dungnd19,1,1.0,0.0,100.0,Agent
guoh27,10,9.0,1.0,90.0,Agent
rhanka,7,5.0,2.0,71.43,Agent
KeyleXiao,12,12.0,0.0,100.0,Agent
mishramohit437,1,0.0,1.0,0.0,Agent
ChristophWally,57,37.0,20.0,64.91,Agent
studphc,4,2.0,2.0,50.0,Agent
VRhino,98,96.0,2.0,97.96,Agent
atendor,35,35.0,0.0,100.0,Agent
SoulArcher0507,26,26.0,0.0,100.0,Agent
avigershon,38,38.0,0.0,100.0,Agent
gilzeevi25,42,25.0,17.0,59.52,Agent
WhrTvT,3,3.0,0.0,100.0,Agent
zeeb0tt,2,1.0,1.0,50.0,Agent
onedeveloper,8,8.0,0.0,100.0,Agent
AlvarezLopezAlberto,5,5.0,0.0,100.0,Agent
kallbuloso,7,7.0,0.0,100.0,Agent
evrenucar,17,17.0,0.0,100.0,Agent
GonzaGomezDev,8,8.0,0.0,100.0,Agent
rionhunter,10,10.0,0.0,100.0,Agent
DanielT5309,3,3.0,0.0,100.0,Agent
aguergolet,4,4.0,0.0,100.0,Agent
LikelyLucid,13,13.0,0.0,100.0,Agent
mihalik,5,5.0,0.0,100.0,Agent
MLResearch42,3,3.0,0.0,100.0,Agent
m4rvin42,59,59.0,0.0,100.0,Agent
Nihar16,13,13.0,0.0,100.0,Agent
dabass51,5,5.0,0.0,100.0,Agent
widjis,14,14.0,0.0,100.0,Agent
rkdixit96,1,1.0,0.0,100.0,Agent
cornish337,150,150.0,0.0,100.0,Agent
alekitto,7,7.0,0.0,100.0,Agent
adarshvinodan02,2,2.0,0.0,100.0,Agent
ColinRaine,3,0.0,3.0,0.0,Agent
fjfdelahorra,23,23.0,0.0,100.0,Agent
Krishna-Maiden,4,4.0,0.0,100.0,Agent
gmariakakis,8,5.0,3.0,62.5,Agent
JerryHelmets,6,6.0,0.0,100.0,Agent
StephenAlf21,4,3.0,1.0,75.0,Agent
HadyCloud,1,1.0,0.0,100.0,Agent
andresparraarze,11,11.0,0.0,100.0,Agent
retellretell,27,27.0,0.0,100.0,Agent
jwhiss,3,2.0,1.0,66.67,Agent
DenislopesAPI,9,9.0,0.0,100.0,Agent
aaronxcuevas,1,1.0,0.0,100.0,Agent
Koraji95-coder,42,42.0,0.0,100.0,Agent
rtreit,13,13.0,0.0,100.0,Agent
mikejoseph23,6,6.0,0.0,100.0,Agent
cckssr,9,6.0,3.0,66.67,Agent
PabloRey42,1,1.0,0.0,100.0,Agent
cipher982,3,3.0,0.0,100.0,Agent
aminebenkii,13,13.0,0.0,100.0,Agent
darby2025,6,6.0,0.0,100.0,Agent
ulrik-s,42,40.0,2.0,95.24,Agent
Loringtonian,6,5.0,1.0,83.33,Agent
Scisaga,9,9.0,0.0,100.0,Agent
TrueNight,3,3.0,0.0,100.0,Agent
ulasonat,23,15.0,8.0,65.22,Agent
a-day-old-bagel,4,4.0,0.0,100.0,Agent
somnathraz,1,1.0,0.0,100.0,Agent
maximiliamid,3,3.0,0.0,100.0,Agent
fabian-fuentes,7,7.0,0.0,100.0,Agent
Liorian,2,2.0,0.0,100.0,Agent
iobewi,30,29.0,1.0,96.67,Agent
BrailleGov,46,46.0,0.0,100.0,Agent
solatis,36,36.0,0.0,100.0,Agent
tungbui198,2,2.0,0.0,100.0,Agent
slarson,33,29.0,4.0,87.88,Agent
Infinity-1863,5,5.0,0.0,100.0,Agent
darshanasbg,3,3.0,0.0,100.0,Agent
giampoborm,40,33.0,7.0,82.5,Agent
1Twist,1,0.0,1.0,0.0,Agent
diegocrocha,6,3.0,3.0,50.0,Agent
DoggoOP,36,35.0,1.0,97.22,Agent
genetsen,4,4.0,0.0,100.0,Agent
kaserrr,11,11.0,0.0,100.0,Agent
marcusvvm,6,6.0,0.0,100.0,Agent
yshyn-iohk,1,1.0,0.0,100.0,Agent
ankitnaik177,1,1.0,0.0,100.0,Agent
farhanmansurii,1,0.0,1.0,0.0,Agent
ajsoriar,1,1.0,0.0,100.0,Agent
ab1567,7,7.0,0.0,100.0,Agent
JustinD-HNL,4,4.0,0.0,100.0,Agent
aestwick,1,1.0,0.0,100.0,Agent
DaniEC3,3,1.0,2.0,33.33,Agent
sriramvaidyanathan,3,2.0,1.0,66.67,Agent
Thalles2811,3,3.0,0.0,100.0,Agent
WesJones42,10,10.0,0.0,100.0,Agent
dnslp,15,14.0,1.0,93.33,Agent
Grishmanpro,18,17.0,1.0,94.44,Agent
Thrumbar,1,0.0,1.0,0.0,Agent
sarco3t,3,3.0,0.0,100.0,Agent
see-coding,4,4.0,0.0,100.0,Agent
hbrpaulo,16,14.0,2.0,87.5,Agent
joaomede,9,9.0,0.0,100.0,Agent
Fizz-Wang,1,1.0,0.0,100.0,Agent
easter423,8,7.0,1.0,87.5,Agent
hphovercraft,8,8.0,0.0,100.0,Agent
dacsdev,7,7.0,0.0,100.0,Agent
hqvjet,10,10.0,0.0,100.0,Agent
mahdims,2,2.0,0.0,100.0,Agent
Saeed59sa,23,1.0,22.0,4.35,Agent
Raad-Meryan,3,3.0,0.0,100.0,Agent
IanJunji,3,3.0,0.0,100.0,Agent
xtianec,80,80.0,0.0,100.0,Agent
aseverns,9,9.0,0.0,100.0,Agent
thecharlieblake,1,0.0,1.0,0.0,Agent
naizo01,9,6.0,3.0,66.67,Agent
SliceX11,2,2.0,0.0,100.0,Agent
Damini5891,8,8.0,0.0,100.0,Agent
YukiOgata-tech,3,3.0,0.0,100.0,Agent
IftekharPial,2,2.0,0.0,100.0,Agent
svngoku,4,4.0,0.0,100.0,Agent
UsamaSadiq,7,7.0,0.0,100.0,Agent
AIGleam,7,6.0,1.0,85.71,Agent
sheibeck,5,5.0,0.0,100.0,Agent
sahaphakhun,12,9.0,3.0,75.0,Agent
MalharGadge,1,1.0,0.0,100.0,Agent
cherifsahraoui,2,2.0,0.0,100.0,Agent
tayach,25,24.0,1.0,96.0,Agent
Buddhilasiri,1,1.0,0.0,100.0,Agent
swirepe,33,33.0,0.0,100.0,Agent
yilewang,7,5.0,2.0,71.43,Agent
FelipePsik,14,12.0,2.0,85.71,Agent
FernandoMontesinos,1,1.0,0.0,100.0,Agent
